"","source","Timestamp","Age","Gender","Country","state","self_employed","family_history","treatment","work_interfere","no_employees","remote_work","tech_company","benefits","care_options","wellness_program","seek_help","anonymity","leave","mental_health_consequence","phys_health_consequence","coworkers","supervisor","mental_health_interview","phys_health_interview","mental_vs_physical","obs_consequence","comments"
"791","2",9908710-06-03,33,"Female","United States","AZ","Yes","Yes","Yes","Sometimes","44201","No","Yes","Yes","Yes","Yes","Yes","Yes","Somewhat easy","Maybe","Yes","Some of them","No","No","No","No","No","NA"
"792","2",9908712-07-14 23:59:59.9375,33,"Male","United States","VA","Yes","Yes","Yes","Sometimes","44201","Yes","Yes","No","Yes","No","No","Yes","Very easy","Maybe","Maybe","Yes","Yes","No","No","Yes","No","My current work situation was constructed in part because of my mental health issues. One of the reasons I'm self employed is to give me the most flexibility for coping with my mental health issues.I have been removed from a client project in the past because of a mental health condition. This was while I was an employee for a large consulting company."
"793","2",9908715-04-05 23:59:59.9375,33,"Male","United States","WI","No","No","Yes","Sometimes","44372","Yes","Yes","No","Yes","No","No","Yes","Somewhat difficult","No","No","Yes","Yes","Yes","Yes","Don't know","No","NA"
"794","2",9908715-09-13,33,"Male","United States","CA","Yes","No","No","NA","44201","No","Yes","Don't know","No","No","No","Don't know","Don't know","No","No","Yes","Yes","No","Maybe","Don't know","No","NA"
"795","2",9908722-02-20,33,"Male","United States","NY","No","No","Yes","Sometimes","More than 1000","No","Yes","Yes","Yes","Don't know",NA,"Don't know","Don't know","Maybe","Maybe","Some of them","Some of them","No","No","Don't know","No","NA"
"796","2",9908760-08-04,33,"Male","United States","TN","No","Yes","No","NA","26-100","No","No","Yes","No","No","No","Yes","Somewhat difficult","No","No","Some of them","Some of them","No","No","Don't know","No","NA"
"797","2",9908761-09-26,33,"Male","United States","MN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"798","2",9908762-07-22,33,"Male","United States","TN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"799","2",9908768-12-26 00:00:00.0625,33,"Male","United States","IN","No","No","No","Never","More than 1000","No","Yes","Yes","Yes","Yes","Yes","Yes","Somewhat easy","No","No","Some of them","Yes","No","No","Yes","No","NA"
"800","2",9908775-07-21,33,"Male","United States","OR","No","Yes","Yes","Sometimes","26-100","No","Yes","Don't know","Yes","No","Yes","Don't know","Somewhat easy","No","No","Yes","Yes","No","No","Don't know","No","NA"
"801","2",9908804-06-23,33,"Male","United States","MO","No","Yes","No","NA","500-1000","No","Yes","Yes","No","Don't know",NA,"Don't know","Very easy","No","No","Yes","Yes","Yes","Yes","Yes","No","NA"
"802","2",9908814-07-08,33,"Male","Netherlands","NA","No","Yes","Yes","NA","44372","No","Yes","Don't know","No","No",NA,"Don't know","Don't know","No","No","Yes","Yes","Maybe","Maybe","Yes","Yes","NA"
"803","2",9908854-01-05,33,"Male","Germany","NA","No","Yes","Yes","Often","26-100","No","Yes","Don't know","Not sure","Yes","No","Yes","Somewhat easy","No","No","Some of them","Yes","Yes","Yes","Yes","No","NA"
"804","2",9908876-03-20,33,"Male","United Kingdom","NA","No","No","No","NA","More than 1000","No","Yes","Don't know","Not sure","Don't know",NA,"Don't know","Don't know","No","No","Some of them","Yes","Maybe","Maybe","Don't know","No","NA"
"805","2",9908888-07-18,33,"Male","United Kingdom","NA","Yes","Yes","Yes","Sometimes","44201","Yes","Yes","No","Yes","No","No","No","Very difficult","Yes","Maybe","Some of them","Some of them","No","Maybe","No","Yes","NA"
"806","2",9908896-07-07,33,"Female","United Kingdom","NA","Yes","No","Yes","Sometimes","44201","Yes","Yes","No","Yes","Yes","Yes","Yes","Very easy","No","No","Some of them","Yes","No","No","Don't know","No","NA"
"807","2",9908926-11-01,33,"Female","United States","TX","Yes","No","No","Never","44201","Yes","Yes","No","Yes","Don't know",NA,"Yes","Somewhat easy","Maybe","No","No","Some of them","No","No","Yes","No","NA"
"808","2",9908942-01-24 00:00:00.0625,33,"Male","United States","NY","No","No","No","NA","44372","Yes","Yes","Yes","No","Don't know","Yes","Yes","Don't know","No","No","Some of them","Yes","No","No","Yes","No","NA"
"809","2",9908942-10-26,33,"Other","Italy","NA","No","Yes","Yes","Sometimes","44372","No","Yes","No","Not sure","No","No","Don't know","Somewhat easy","No","No","Some of them","Yes","No","No","Don't know","No","I suffered of panic attacks and agoraphobia for about 10 years."
"810","2",9908946-01-23,33,"Male","United States","FL","Yes","No","No","Never","44372","Yes","Yes","Don't know","No","No","No","No","Very easy","Maybe","No","Some of them","Yes","No","Maybe","Yes","No","NA"
"811","2",9909043-12-14,33,"Female","Canada","NA","Yes","Yes","Yes","Often","44201","Yes","Yes","No","Yes","No","No","No","Very difficult","Yes","Yes","No","No","No","Maybe","No","Yes","NA"
"812","2",9909123-11-27,33,"Female","United States","CA","No","No","Yes","Often","More than 1000","No","Yes","Yes","Yes","Don't know",NA,"Don't know","Don't know","Yes","No","No","No","No","Maybe","Don't know","No","NA"
"813","2",9909140-12-24,33,"Male","Croatia","NA","No","Yes","Yes","Sometimes","44372","Yes","Yes","Yes","Yes","No",NA,"Yes","Very easy","No","No","Some of them","Yes","Maybe","Maybe","Yes","No","NA"
"814","2",9909263-05-31,33,"Female","United Kingdom","NA","No","No","Yes","Never","100-500","No","Yes","Don't know","Not sure","No",NA,"Don't know","Very easy","Maybe","No","Some of them","Some of them","No","Maybe","No","No","NA"
"815","2",9908471-11-27 23:59:59.9375,34,"Male","United States","OH","No","No","Yes","Sometimes","26-100","Yes","Yes","Don't know","Not sure","No",NA,"Don't know","Somewhat difficult","No","No","Some of them","No","No","No","No","No","NA"
"816","2",9908472-10-28 23:59:59.9375,34,"Male","United States","TN","No","No","No","NA","44372","No","Yes","No","No","No","No","Don't know","Don't know","No","No","Yes","Yes","Maybe","Yes","Don't know","No","NA"
"817","2",9908474-04-18,34,"Male","United States","NY","Yes","No","No","Rarely","44201","Yes","Yes","No","No","No","No","Don't know","Don't know","Maybe","No","Some of them","No","No","No","Don't know","No","NA"
"818","2",9908474-05-29,34,"Male","Canada","NA","No","No","No","Never","44372","No","Yes","Don't know","Not sure","Don't know",NA,"Don't know","Somewhat easy","No","No","Some of them","Yes","No","No","Don't know","No","NA"
"819","2",9908477-04-01,34,"Female","United States","OR","No","Yes","Yes","Rarely","500-1000","Yes","Yes","Yes","Not sure","No",NA,"Don't know","Don't know","Yes","Maybe","Some of them","Some of them","No","No","Don't know","No","NA"
"820","2",9908477-10-28,34,"Male","United States","OH","No","No","No","NA","26-100","No","Yes","Don't know","No","No","No","Don't know","Somewhat easy","Maybe","No","Some of them","No","No","Maybe","Don't know","No","NA"
"821","2",9908480-02-14,34,"Male","United States","TN","No","Yes","No","Never","44372","Yes","Yes","Yes","No","No","No","Don't know","Don't know","Maybe","No","No","No","No","No","Don't know","No","NA"
"822","2",9908483-05-23,34,"Male","United States","MN","No","No","No","Never","26-100","No","Yes","No","No","No","No","Don't know","Very easy","Maybe","No","Some of them","Some of them","No","Maybe","Don't know","No","NA"
"823","2",9908483-08-15 00:00:00.0625,34,"Female","Canada","NA","No","Yes","Yes","Sometimes","More than 1000","No","No","Yes","Yes","Yes","No","Don't know","Somewhat easy","No","No","Some of them","Yes","No","No","No","No","NA"
"824","2",9908484-12-29,34,"Female","United States","MN","No","No","Yes","Sometimes","500-1000","No","No","Yes","Yes","Yes","Yes","Yes","Somewhat easy","Maybe","No","Some of them","Yes","No","No","Yes","No","NA"
"825","2",9908485-06-13,34,"Male","Austria","NA","No","Yes","No","NA","100-500","Yes","Yes","Don't know","No","Don't know",NA,"Don't know","Very easy","No","No","Yes","Yes","No","No","Yes","No","NA"
"826","2",9908487-05-27,34,"Female","United States","WA","No","No","No","NA","44372","No","Yes","Yes","No","No","No","Don't know","Somewhat easy","No","No","Yes","Yes","Maybe","Maybe","Yes","No","One of my coworkers has mental health issues and she's open about them (eg: my enjoyment of this project may be due to my recent change in meds). I believe the response has been generally supportive. We're a very small tight-knit company."
"827","2",9908488-07-29 00:00:00.0625,34,"Male","Australia","NA","Yes","No","No","Sometimes","44201","Yes","Yes","Don't know","Not sure","Yes","Yes","Don't know","Somewhat difficult","Yes","Yes","No","No","No","Maybe","Yes","No","NA"
"828","2",9908490-03-26 00:00:00.0625,34,"Male","United Kingdom","NA","No","Yes","No","NA","44372","No","Yes","No","No","No","No","Yes","Somewhat difficult","No","No","Some of them","Yes","No","Yes","No","Yes","NA"
"829","2",9908490-09-08,34,"Male","United States","FL","No","Yes","Yes","Sometimes","44201","No","Yes","No","No","No","No","Don't know","Somewhat difficult","Maybe","No","Some of them","Some of them","No","Maybe","No","Yes","NA"
"830","2",9908495-02-07,34,"Male","United Kingdom","NA","No","No","No","Sometimes","26-100","No","Yes","No","Yes","No","No","Don't know","Somewhat easy","Maybe","Maybe","Yes","Some of them","No","No","Don't know","No","NA"
"831","2",9908495-06-18,34,"Male","United States","MO","No","No","No","NA","26-100","No","No","Yes","No","No","No","Don't know","Don't know","Maybe","No","Some of them","No","No","No","Don't know","No","NA"
"832","2",9908504-03-24,34,"Male","United States","WA","No","Yes","Yes","Sometimes","More than 1000","No","Yes","Yes","Yes","Don't know","Yes","Yes","Don't know","Maybe","Maybe","No","No","No","No","Don't know","No","NA"
"833","2",9908504-09-10,34,"Male","United States","WA","No","No","Yes","Sometimes","100-500","Yes","Yes","No","No","No","No","Don't know","Somewhat easy","Yes","Yes","Some of them","Some of them","No","Maybe","Don't know","No","NA"
"834","2",9908505-09-15,34,"Male","Germany","NA","Yes","Yes","Yes","Rarely","26-100","Yes","Yes","No","No","No",NA,"Don't know","Somewhat difficult","No","No","Yes","Yes","No","Maybe","Yes","No","NA"
"835","2",9908508-10-25,34,"Other","United States","NY","No","Yes","Yes","Rarely","More than 1000","No","No","Yes","Yes","Yes","Yes","Yes","Very difficult","Maybe","Maybe","Some of them","Some of them","No","No","Yes","No","I work for a university."
"836","2",9908510-04-04,34,"Male","Finland","NA","No","No","No","Never","44372","No","Yes","No","No","No","No","Don't know","Somewhat easy","No","No","Yes","Yes","No","Maybe","Don't know","No","NA"
"837","2",9908511-05-22,34,"Male","United States","NJ","No","No","No","Sometimes","26-100","No","Yes","Don't know","No","No","No","Don't know","Don't know","Maybe","No","Yes","Yes","No","Maybe","Don't know","No","NA"
"838","2",9908512-11-07,34,"Male","United States","VT","No","Yes","No","NA","More than 1000","No","Yes","Yes","Not sure","Don't know",NA,"Don't know","Don't know","Maybe","No","Some of them","Some of them","No","Maybe","Don't know","Yes","NA"
"839","2",9908514-02-11,34,"Male","United States","CA","No","No","Yes","Sometimes","44372","No","Yes","Don't know","Not sure","No","No","Don't know","Don't know","Yes","Yes","Some of them","No","No","No","Don't know","No","Now at starutp.  Previously worked at big tech company which was actually quite good at supporting mental health issues.  Still wouldn't share with bosses/other employees though as there remains a strong negative stigma."
"840","2",9908517-05-02,34,"Male","United States","OH","No","No","No","Sometimes","44372","Yes","Yes","Don't know","No","No","No","Don't know","Very difficult","Maybe","No","Some of them","Yes","No","Maybe","Don't know","No","NA"
"841","2",9908519-09-10 23:59:59.9375,34,"Male","Netherlands","NA","No","No","No","Rarely","44372","No","Yes","Don't know","Not sure","Don't know",NA,"Don't know","Somewhat easy","No","No","Some of them","Some of them","No","Maybe","Yes","No","-"
"842","2",9908526-07-27,34,"Male","United Kingdom","NA","No","Yes","Yes","Often","26-100","No","Yes","No","Yes","No","No","Yes","Very easy","Maybe","Maybe","Yes","Yes","No","No","No","No","NA"
"843","2",9908545-11-19,34,"Male","Australia","NA","No","No","No","Sometimes","More than 1000","No","Yes","Yes","Yes","Yes","Yes","Yes","Very easy","No","No","Some of them","Yes","No","Maybe","Yes","No","NA"
"844","2",9908566-09-08,34,"Male","United States","IL","No","Yes","Yes","Sometimes","26-100","Yes","No","Yes","No","No","No","Don't know","Don't know","Maybe","No","Some of them","Some of them","No","Maybe","Don't know","No","Thanks for doing this. It will help end the stigma!"
"845","2",9908574-11-03 00:00:00.0625,34,"Male","United States","NH","No","Yes","Yes","Sometimes","26-100","Yes","Yes","Yes","Yes","No","No","Don't know","Don't know","Maybe","No","Some of them","Some of them","No","Yes","Don't know","Yes","NA"
"846","2",9908616-05-22,34,"Male","United States","CA","Yes","Yes","Yes","Sometimes","44372","No","Yes","No","Yes","No","No","Yes","Somewhat easy","No","No","Some of them","Some of them","No","No","No","No","thanks for what you're doing. FYI these questions dont quite work for entrepreneurs where employer == cofounders / sr mgmt / me"
"847","2",9908621-08-16,34,"Female","United States","CA","No","No","Yes","Sometimes","100-500","Yes","Yes","Yes","Yes","No",NA,"Don't know","Somewhat easy","Maybe","No","Some of them","Yes","No","No","Yes","No","NA"
"848","2",9908635-11-27,34,"Female","Australia","NA","No","Yes","No","Never","500-1000","No","No","Don't know","No","Yes","Yes","Don't know","Don't know","Yes","Maybe","No","No","No","No","Don't know","Yes","I don't have any mental health issues but for a number of years I had to care for a family member who did and I felt that I was not able to discuss or get support from friends or colleagues in the same way that I might have if they had suffered from a physical condition."
"849","2",9908692-10-13,34,"Male","United Kingdom","NA","No","No","No","NA","44372","No","Yes","No","No","No","No","Don't know","Somewhat easy","Maybe","Maybe","Some of them","Yes","No","Maybe","Don't know","No","NA"
"850","2",9908707-07-20,34,"Male","Germany","NA","No","No","No","Rarely","26-100","No","Yes","No","No","No","No","Yes","Somewhat easy","Maybe","Maybe","No","Some of them","Maybe","Maybe","Yes","No","NA"
"851","2",9908715-04-13 23:59:59.9375,34,"Male","United Kingdom","NA","No","Yes","Yes","Sometimes","More than 1000","No","Yes","Don't know","Not sure","Don't know",NA,"Yes","Very easy","No","No","Some of them","Yes","No","Maybe","Yes","No","NA"
"852","2",9908741-02-24,34,"Male","United States","FL","No","No","No","NA","More than 1000","Yes","Yes","Don't know","Not sure","Don't know",NA,"Don't know","Don't know","No","No","Some of them","Yes","No","Maybe","Yes","No","NA"
"853","2",9908750-12-11,34,"Male","United States","TX","No","No","Yes","Sometimes","44201","No","Yes","No","No","No","No","Don't know","Don't know","Yes","No","No","No","No","Yes","Don't know","No","NA"
"854","2",9908760-10-29,34,"Male","United States","TN","No","No","Yes","Sometimes","100-500","No","Yes","Don't know","No","Yes",NA,"Yes","Don't know","Maybe","No","Some of them","No","No","No","Don't know","No","At a previous employer I witness a bad thing happen to a coworker with mental health issues get swept under the rug... :("
